recipe_id,ingredients,cooking_instructions,recipe_name,net_price,image_path
127,"rice, black beans, corn, cilantro, lime","Ingredients:
Rice: 1 cup (uncooked)
Black Beans: 1 cup (cooked or canned, drained and rinsed)
Corn: 1 cup (cooked or canned, drained)
Cilantro: ¼ cup (chopped)
Lime: 1 large (zested and juiced)
Steps:
1:Cook Rice: Cook rice according to package instructions until tender. Set aside to cool slightly.
2:Mix Beans and Corn: In a bowl, combine black beans and corn. Add a pinch of salt and stir.
3:Combine: Gently mix rice with the bean and corn mixture. Stir in lime zest and juice for flavor.
4:Add Cilantro: Fold in chopped cilantro, ensuring it’s evenly distributed.
5:Serve: Serve warm or at room temperature as a side or light meal.





",Cilantro Lime Rice and Beans,750,Recipes Pictures\Cilantro Lime Rice and Beans.jpeg
129,"pasta, garlic, olive oil, sun-dried tomatoes, spinach","Ingredients:
Pasta: 250g (e.g., spaghetti or penne)
Garlic: 4 cloves (minced)
Olive Oil: 3 tbsp
Sun-Dried Tomatoes: ½ cup (sliced)
Spinach: 2 cups (fresh)
Steps:
1:Cook Pasta: Boil pasta in salted water until al dente. Reserve ½ cup pasta water before draining.
2:Sauté Garlic: In a large skillet, heat olive oil and sauté garlic until fragrant.
3:Add Sun-Dried Tomatoes: Stir in sun-dried tomatoes and cook for 2-3 minutes to infuse the oil.
4:Wilt Spinach: Add spinach to the skillet and cook until just wilted.
5:Combine: Toss cooked pasta with the skillet mixture, adding reserved pasta water as needed for moisture.
6:Serve: Plate and garnish with additional olive oil or parmesan if desired. Enjoy warm!",Garlic Spinach Sun-Dried Tomato Pasta,950,Recipes Pictures\Garlic Spinach Sun-Dried Tomato Pasta.jpeg
131,"chicken, lemon, garlic, thyme, honey","Ingredients:
Chicken: 4 boneless skinless chicken breasts (about 500g)
Lemon: 1 (zested and juiced)
Garlic: 4 cloves (minced)
Thyme: 2 tsp (fresh, chopped)
Honey: 3 tbsp
Steps:
1:Prepare Marinade: Mix lemon juice, zest, minced garlic, thyme, honey, and 2 tbsp olive oil in a bowl.
2:Marinate Chicken: Coat chicken breasts with the mixture, cover, and marinate for 30 minutes to 2 hours.
3:Preheat Oven: Set oven to 375°F (190°C) and grease a baking dish.
4:Bake Chicken: Place marinated chicken in the dish, spoon remaining marinade over, and bake for 25-30 minutes until cooked through.
5:Finish and Serve: Rest chicken for 5 minutes, then serve with sauce drizzled over. Enjoy the sweet, herby flavor!",Honey Thyme Baked Chicken,1050,Recipes Pictures\Honey Thyme Baked Chicken.jpeg
132,"rice, black-eyed peas, ham, onion, garlic","Ingredients:
Rice: 1 cup (uncooked, rinsed)
Black-Eyed Peas: 1 ½ cups (cooked or canned, drained and rinsed)
Ham: 1 cup (diced, cooked)
Onion: 1 medium (diced)
Garlic: 3 cloves (minced)
Steps:
1:Sauté Aromatics: Heat 2 tbsp olive oil in a pot. Sauté diced onion and minced garlic until fragrant and softened.
2:Cook Ham: Add diced ham to the pot and stir for 2-3 minutes until slightly browned.
3:Add Black-Eyed Peas: Stir in black-eyed peas and cook for 2 minutes, combining flavors.
4:Cook Rice: Add rinsed rice and 2 cups of water (or broth), bring to a boil, then reduce heat and simmer, covered, for 18-20 minutes.
5:Serve: Fluff the rice, adjust seasoning with salt and pepper, and garnish with fresh herbs if desired. Serve warm.",Black-Eyed Peas and Rice,700,Recipes Pictures\Black-Eyed Peas and Rice.jpeg
136,"pasta, tomato sauce, garlic, basil, parmesan cheese","Ingredients:
Pasta: 300g (spaghetti or your choice)
Tomato Sauce: 2 cups (smooth or chunky as preferred)
Garlic: 4 cloves (minced)
Basil: ¼ cup (fresh leaves, chopped)
Parmesan Cheese: ½ cup (grated, plus extra for serving)
Steps:
1:Cook Pasta: Boil pasta in salted water until al dente, then drain and set aside, reserving ½ cup pasta water.
2:Sauté Garlic: Heat 2 tbsp olive oil in a pan. Add minced garlic and cook until fragrant.
3:Simmer Sauce: Stir in tomato sauce and cook for 5 minutes. Add pasta water to adjust consistency if needed.
4:Add Basil: Stir in chopped basil and season with salt and pepper. Simmer for 2 minutes to blend flavors.
5:Combine and Serve: Toss pasta with the sauce, sprinkle with grated parmesan, and serve warm.",Garlic Basil Tomato Pasta,890,Recipes Pictures\Garlic Basil Tomato Pasta.jpeg
138,"beef, bell pepper, onion, teriyaki sauce, sesame seeds","Ingredients:
Beef (thinly sliced): 500g
Bell Peppers (sliced): 2 medium (any color)
Onion (sliced): 1 large
Teriyaki Sauce: ¼ cup
Sesame Seeds: 1 tbsp
Oil (for stir-frying): 2 tbsp
Salt and Pepper: To taste
Steps:
1:Stir-fry the Beef: Heat oil in a pan, add the beef slices, and cook for 3-4 minutes until browned. Remove from the pan and set aside.
2:Cook the Vegetables: In the same pan, add the sliced bell pepper and onion. Stir-fry for 3-4 minutes until tender but still crisp.
3:Combine and Add Teriyaki Sauce: Return the beef to the pan. Pour in the teriyaki sauce, and cook for another 2-3 minutes, allowing the flavors to combine.
4:Garnish and Serve: Sprinkle sesame seeds over the beef and pepper stir-fry. Serve with steamed rice or noodles.",Teriyaki Beef and Peppers,1250,Recipes Pictures\Teriyaki Beef and Peppers.jpeg
147,"chicken, lemon, garlic, thyme, honey","Ingredients:
Chicken Breasts (boneless, skinless): 4 pieces (about 500g)
Lemon (juiced): 1 large
Garlic (minced): 3 cloves
Thyme (fresh): 2 tbsp
Honey: 2 tbsp
Olive Oil: 1 tbsp
Salt and Pepper: To taste
Steps:
1:Prepare Marinade: In a bowl, combine lemon juice, minced garlic, thyme, honey, olive oil, salt, and pepper. Whisk until well combined.
2:Marinate the Chicken: Coat the chicken breasts with the marinade and let it sit in the fridge for at least 30 minutes to marinate.
3:Grill the Chicken: Preheat the grill to medium-high heat. Grill the chicken for 6-7 minutes on each side, or until fully cooked (internal temperature reaches 165°F).
4:Serve: Remove from the grill and let the chicken rest for a few minutes before serving.",Honey Lemon Thyme Grilled Chicken,1400,Recipes Pictures\Honey Lemon Thyme Grilled Chicken.jpeg
148,"pasta, garlic, olive oil, cherry tomatoes, basil","Ingredients:
Pasta: 200g (spaghetti, penne, or your preferred type)
Garlic (minced): 3 cloves
Olive Oil: 2 tbsp
Cherry Tomatoes (halved): 1 cup
Fresh Basil (chopped): 1/4 cup
Salt and Pepper: To taste
Parmesan Cheese (optional): For garnish
Steps:
1:Cook the Pasta: Boil pasta in salted water according to package instructions. Drain, reserving 1/2 cup of pasta water.
2:Sauté Garlic and Tomatoes: In a large pan, heat olive oil over medium heat. Add minced garlic and sauté until fragrant, then add cherry tomatoes and cook until softened (5-6 minutes).
3:Combine Pasta and Sauce: Add the cooked pasta to the pan with garlic and tomatoes, tossing to combine. If the sauce is too dry, add reserved pasta water a little at a time.
5:Season and Serve: Stir in chopped basil, salt, and pepper. Garnish with Parmesan cheese and serve immediately.",Garlic Tomato Basil Pasta,1000,Recipes Pictures\Garlic Tomato Basil Pasta.jpeg
149,"salmon, lemon, garlic, dill, butter","Ingredients:
Salmon Fillets: 2 (about 6 oz each)
Lemon (sliced): 1 (thinly sliced)
Garlic (minced): 2 cloves
Fresh Dill (chopped): 2 tbsp
Butter: 3 tbsp (melted)
Salt and Pepper: To taste
Steps:
1:Prepare the Salmon: Preheat oven to 375°F (190°C). Place salmon fillets on a baking sheet, and season with salt and pepper. Top each fillet with lemon slices.
2:Make the Dill Butter Sauce: In a small bowl, melt butter and mix in minced garlic and chopped dill. Pour this mixture evenly over the salmon fillets.
3:Bake the Salmon: Bake in the preheated oven for 15-20 minutes, or until salmon is cooked through and flakes easily with a fork.
4:Serve: Garnish with extra fresh dill and lemon slices. Serve immediately with your choice of sides.",Dill Butter Lemon Salmon,950,Recipes Pictures\Dill Butter Lemon Salmon.jpeg
150,"beef, broccoli, garlic, soy sauce, sesame oil","Ingredients:
Beef (sliced thinly): 1 lb (sirloin or flank steak)
Broccoli (cut into florets): 2 cups
Garlic (minced): 3 cloves
Soy Sauce: 3 tbsp
Sesame Oil: 2 tbsp
Cornstarch (optional for thickening): 1 tbsp
Water or Beef Broth: 1/4 cup
Steps:
1:Cook the Beef: In a hot skillet or wok, heat 1 tablespoon of sesame oil. Add sliced beef and cook until browned, about 3-5 minutes. Remove and set aside.
2:Stir-Fry the Broccoli: In the same skillet, add another tablespoon of sesame oil. Add broccoli florets and stir-fry for 3-4 minutes until they are tender but still crisp.
3:Prepare the Garlic Sauce: In a small bowl, combine soy sauce, minced garlic, and water or beef broth. Optionally, mix in cornstarch for a thicker sauce.
4:Combine and Simmer: Return the cooked beef to the skillet with broccoli. Pour the garlic sauce over the beef and broccoli, and cook for an additional 2-3 minutes until the sauce thickens and everything is coated evenly.
5:Serve: Serve the Beef and Broccoli with Garlic Sauce over rice or noodles for a complete meal.",Beef and Broccoli with Garlic Sauce,1190,Recipes Pictures\Beef and Broccoli with Garlic Sauce.jpeg
151,"chicken, lemon, rosemary, garlic, olive oil","Ingredients:
Chicken (whole): 1 (about 3-4 lbs)
Lemon (cut into wedges): 1 large
Rosemary (fresh, chopped): 2 tbsp
Garlic (minced): 4 cloves
Olive Oil: 2 tbsp
Salt and Pepper: to taste
Steps:
1:Prepare the Chicken: Preheat the oven to 400°F (200°C). Pat the chicken dry and season with salt and pepper inside and out.
2:Make the Herb Mixture: In a bowl, mix olive oil, minced garlic, chopped rosemary, and the juice of half the lemon. Rub this mixture all over the chicken.
3:Stuff the Chicken: Stuff the chicken cavity with lemon wedges and a few sprigs of rosemary.
4:Roast the Chicken: Place the chicken on a roasting pan and roast in the preheated oven for 1 to 1.5 hours, or until the chicken reaches an internal temperature of 165°F (75°C) and the skin is golden and crispy.
5:Serve: Let the chicken rest for 10 minutes before carving. Serve with roasted vegetables or your favorite side dishes.",Lemon Rosemary Roasted Chicken,1050,Recipes Pictures\Lemon Rosemary Roasted Chicken.jpeg
152,"pasta, garlic, olive oil, spinach, feta cheese","Ingredients:
Pasta (such as spaghetti or penne): 8 oz (225g)
Garlic (minced): 4 cloves
Olive Oil: 2 tbsp
Spinach (fresh): 4 cups
Feta Cheese (crumbled): 1/2 cup
Salt and Pepper: to taste
Steps:
1:Cook the Pasta: Boil the pasta in salted water according to package instructions, then drain and set aside, reserving 1/2 cup of pasta water.
2:Sauté Garlic and Spinach: Heat olive oil in a large pan over medium heat. Add minced garlic and sauté for 1-2 minutes until fragrant. Add spinach and cook until wilted, about 3 minutes.
3:Combine Pasta and Spinach: Add the cooked pasta to the pan with the spinach and garlic. Toss to combine, adding a bit of reserved pasta water if needed to create a smooth sauce.
4:Add Feta: Crumble feta cheese over the pasta and toss to combine. Season with salt and pepper to taste.
5:Serve: Plate the pasta and serve immediately, optionally garnished with extra feta or fresh herbs",Garlic Spinach Feta Pasta,850,Recipes Pictures\Garlic Spinach Feta Pasta.jpeg
154,"pasta, tomato sauce, garlic, basil, mozzarella cheese","Ingredients:
Pasta (such as spaghetti or penne): 8 oz (225g)
Tomato Sauce: 2 cups
Garlic (minced): 4 cloves
Fresh Basil (chopped): 1/4 cup
Mozzarella Cheese (fresh, torn into pieces): 1 cup
Olive Oil: 2 tbsp
Salt and Pepper: to taste
Steps:
1:Cook the Pasta: Boil the pasta in salted water according to package instructions, then drain and set aside, reserving 1/2 cup of pasta water.
2:Sauté Garlic: Heat olive oil in a large pan over medium heat. Add minced garlic and sauté for 1-2 minutes until fragrant.
3:Add Tomato Sauce: Pour in the tomato sauce and bring to a simmer. Let cook for 5 minutes, then season with salt and pepper to taste.
4:Combine Pasta and Sauce: Add the cooked pasta to the sauce, tossing to coat. If needed, add some reserved pasta water to achieve the desired consistency.
5:Add Mozzarella and Basil: Stir in the fresh mozzarella and chopped basil, allowing the cheese to melt into the sauce.
6:Serve: Plate the pasta and serve immediately, garnished with extra basil and mozzarella if desired.",Garlic Tomato Mozzarella Pasta,900,Recipes Pictures\Garlic Tomato Mozzarella Pasta.jpeg
155,"salmon, lemon, garlic, butter, parsley","Ingredients:
Salmon fillets: 4 (about 6 oz each)
Lemon: 1, juiced and zested
Garlic (minced): 3 cloves
Butter: 3 tbsp
Fresh Parsley (chopped): 2 tbsp
Olive Oil: 1 tbsp
Salt and Pepper: to taste
Steps:
1:Prepare the Salmon: Preheat your oven to 400°F (200°C). Pat the salmon fillets dry and season both sides with salt and pepper.
2:Cook the Garlic and Butter: In a skillet, heat olive oil over medium heat. Add garlic and cook for about 1 minute until fragrant, then add butter and melt it.
3:Add Lemon and Parsley: Stir in the lemon juice, zest, and chopped parsley into the butter mixture, then simmer for 2 minutes to combine the flavors.
4:Cook the Salmon: Place the seasoned salmon fillets in the skillet, skin-side down. Cook for 3-4 minutes on each side, basting with the garlic butter sauce.
5:Serve: Once the salmon is cooked through and flaky, serve immediately with the garlic butter sauce spooned over the top.",Lemon Garlic Butter Parsley Salmon,1100,Recipes Pictures\Lemon Garlic Butter Parsley Salmon.jpeg
156,"beef, bell pepper, onion, ginger, teriyaki sauce","Ingredients:
Beef (sliced thinly, such as flank steak or sirloin): 1 lb
Bell pepper (sliced): 1, medium
Onion (sliced): 1, medium
Fresh ginger (minced): 1 tbsp
Teriyaki sauce: 1/4 cup
Olive oil or vegetable oil: 1 tbsp
Garlic (minced): 2 cloves
Salt and pepper: to taste
Steps:
1:Prep the Ingredients: Slice the beef, bell pepper, and onion. Mince the garlic and ginger.
2:Cook the Beef: Heat oil in a large skillet or wok over medium-high heat. Add the beef and cook for 3-4 minutes until browned, then remove and set aside.
3:Sauté Vegetables and Aromatics: In the same skillet, add the onion, bell pepper, ginger, and garlic. Cook for 3-4 minutes until the vegetables are tender.
4:Combine and Simmer: Return the beef to the skillet and pour in the teriyaki sauce. Stir well to coat, and cook for 2-3 minutes until everything is heated through and the sauce has thickened.
5:Serve: Serve the stir-fry hot, garnished with additional herbs or sesame seeds, if desired.
",Teriyaki Ginger Beef Stir-Fry,1450,Recipes Pictures\Teriyaki Ginger Beef Stir-Fry.jpeg
157,"chicken, lemon, garlic, thyme, honey","Ingredients:
Chicken (bone-in, skin-on pieces such as thighs or drumsticks): 4 pieces
Lemon (zested and juiced): 1
Garlic (minced): 3 cloves
Fresh thyme (chopped): 2 tbsp
Honey: 2 tbsp
Olive oil: 1 tbsp
Salt and pepper: to taste
Steps:
1:Prepare the Marinade: In a bowl, combine lemon juice, zest, minced garlic, chopped thyme, honey, olive oil, salt, and pepper. Mix well.
2:Marinate the Chicken: Coat the chicken with the marinade, ensuring it's evenly covered. Let it marinate in the fridge for at least 30 minutes.
3:Preheat and Bake: Preheat the oven to 400°F (200°C). Place the marinated chicken on a baking sheet and bake for 35-40 minutes, or until the chicken reaches an internal temperature of 165°F (74°C).
4:Serve: Once the chicken is cooked, remove from the oven and garnish with extra thyme and lemon slices. Serve hot with your favorite sides.",Honey Lemon Thyme Baked Chicken,1050,Recipes Pictures\Honey Lemon Thyme Baked Chicken.jpeg
159,"salmon, lemon, garlic, dill, butter","Ingredients:
Salmon fillets (skin-on or skinless): 4 pieces (about 6 oz each)
Lemon (zested and juiced): 1
Garlic (minced): 3 cloves
Fresh dill (chopped): 2 tbsp
Butter (melted): 3 tbsp
Salt and pepper: to taste
Steps:
1:Prepare the Butter Mixture: In a small bowl, mix together melted butter, lemon juice, lemon zest, minced garlic, chopped dill, salt, and pepper.
2:Preheat and Prepare the Salmon: Preheat the oven to 400°F (200°C). Place the salmon fillets on a baking sheet lined with parchment paper.
3:Coat the Salmon: Pour the prepared lemon dill butter mixture over the salmon fillets, ensuring they are evenly coated.
4:Bake: Bake the salmon in the preheated oven for 12-15 minutes, or until it flakes easily with a fork and reaches an internal temperature of 145°F (63°C).
5:Serve: Garnish with extra fresh dill and lemon slices before serving. Enjoy your Lemon Dill Butter Salmon!",Lemon Dill Butter Salmon,1100,Recipes Pictures\Lemon Dill Butter Salmon.jpeg
171,"chicken, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, tomato, fresh cilantro leaves","Ingredients:
Chicken (cut into pieces): 1 lb (450 g)
Yogurt: 1/2 cup (120 g)
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Onion (finely chopped): 1 large
Tomato (pureed): 1 medium
Fresh cilantro leaves (for garnish): a handful
Steps:
1:Prepare the Marinade: In a bowl, combine the chicken pieces with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Mix well and marinate for at least 30 minutes.
2:Cook the Onions: Heat oil in a large pan over medium heat. Add chopped onions and sauté until golden brown, about 5-7 minutes.
3:Add the Tomatoes: Stir in the pureed tomato and cook for 5 minutes, until the oil starts to separate from the mixture.
4:Add the Chicken: Add the marinated chicken to the pan and cook for 8-10 minutes, until the chicken is browned on all sides.
5:Simmer the Curry: Add a little water (about 1/2 cup) to make the gravy and bring it to a simmer. Cook for 20-25 minutes, or until the chicken is fully cooked and tender.
6:Garnish and Serve: Garnish the curry with fresh cilantro leaves and serve with rice or naan. Enjoy your homemade Chicken Curry!",Chicken Curry,550,Recipes Pictures\Chicken Curry.jpeg
172,"basmati rice, water, ghee, cinnamon stick, green cardamom pods, cloves, bay leaf, salt","Ingredients:
Basmati rice: 1 cup (200 g)
Water: 2 cups (480 ml)
Ghee: 2 tbsp
Cinnamon stick: 1-inch piece
Green cardamom pods: 2
Cloves: 2-3
Bay leaf: 1
Salt: to taste
Steps:
1:Rinse and Soak Rice: Rinse the basmati rice thoroughly under cold water until the water runs clear. Soak for 20-30 minutes and drain.
2:Heat Spices in Ghee: In a large pan, heat the ghee over medium heat. Add the cinnamon stick, cardamom pods, cloves, and bay leaf, and sauté for 1-2 minutes until fragrant.
3:Cook the Rice: Add the soaked rice to the pan and sauté for 2-3 minutes, ensuring the rice is well-coated with the ghee and spices.
4:Add Water and Salt: Pour in the water and add salt. Bring it to a boil, then reduce the heat, cover the pan, and simmer for 15-20 minutes, until the rice is cooked and the water is absorbed.
5:Fluff and Serve: Remove the bay leaf and whole spices. Fluff the rice with a fork and serve your aromatic Indian Pulao as a side dish or main meal.",Indian Pulao,450,Recipes Pictures\Indian Pulao.jpeg
173,"lentils, water, vegetable oil, onion, garlic, ginger, cumin seeds, turmeric powder, chili powder, salt, fresh cilantro leaves","Ingredients:
Lentils: 1 cup (200 g) (yellow or red lentils work well)
Water: 4 cups (960 ml)
Vegetable oil: 2 tbsp
Onion: 1 medium, finely chopped
Garlic: 4 cloves, minced
Ginger: 1-inch piece, grated
Cumin seeds: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Salt: to taste
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Cook Lentils: Rinse the lentils under cold water. In a pot, bring the lentils and water to a boil, then reduce the heat and simmer for 25-30 minutes, or until the lentils are soft and fully cooked.
2:Prepare Tempering: While the lentils cook, heat the vegetable oil in a pan over medium heat. Add the cumin seeds, and sauté until they start to splutter, about 30 seconds.
3:Sauté Onion, Garlic, and Ginger: Add the chopped onion to the pan and sauté until golden brown, about 5-6 minutes. Then, add the garlic and ginger, and cook for another 2 minutes until fragrant.
4:Add Spices: Stir in the turmeric powder and chili powder, and cook for 1-2 minutes to release their flavors.
5:Combine and Simmer: Add the cooked lentils to the pan, mix well, and add salt to taste. Simmer for 5-10 minutes, allowing the flavors to blend together.
6:Garnish and Serve: Garnish the dal with fresh chopped cilantro and serve hot with rice or flatbread.

",Lentil Curry (Dal),300,Recipes Pictures\Lentil Curry (Dal).jpeg
174,"chickpeas, onion, garlic, ginger, tomatoes, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, fresh cilantro leaves","Ingredients:
Chickpeas: 1 can (15 oz) or 1.5 cups dried, soaked overnight
Onion: 1 medium, finely chopped
Garlic: 4 cloves, minced
Ginger: 1-inch piece, grated
Tomatoes: 2 medium, chopped (or 1 can of diced tomatoes)
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Sauté Onion, Garlic, and Ginger: Heat the vegetable oil in a pan over medium heat. Add the chopped onion and cook until golden brown, about 5-6 minutes. Add minced garlic and grated ginger, cooking for another 2 minutes until fragrant.
2:Add Tomatoes and Spices: Stir in chopped tomatoes, garam masala, turmeric, chili powder, cumin, and coriander powder. Cook for 5-7 minutes until the tomatoes soften and the spices release their aroma.
3:Add Chickpeas: Add the cooked or canned chickpeas to the pan, along with a little water if the curry is too thick. Stir to coat the chickpeas with the spices, then simmer for 10-15 minutes to allow the flavors to blend.
4:Season and Garnish: Add salt to taste, and cook for an additional 5 minutes. Garnish with freshly chopped cilantro leaves before serving.
5:Serve: Serve hot with rice, naan, or roti for a complete meal.


",Chana Masala,300,Recipes Pictures\Chana Masala.jpeg
175,"potatoes, cauliflower, peas, vegetable oil, cumin seeds, ginger, garlic, green chili peppers, turmeric powder, chili powder, cumin powder, coriander powder, garam masala, salt, fresh cilantro leaves","Ingredients:
Potatoes: 2 medium, peeled and cut into cubes
Cauliflower: 1 small head, cut into florets
Peas: 1/2 cup (fresh or frozen)
Vegetable oil: 2 tbsp
Cumin seeds: 1 tsp
Ginger: 1-inch piece, grated
Garlic: 4 cloves, minced
Green chili peppers: 1-2, slit (optional, adjust for spice level)
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Garam masala: 1 tsp
Salt: to taste
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Sauté Spices and Aromatics: Heat the vegetable oil in a large pan over medium heat. Add cumin seeds and cook until they splutter. Add ginger, garlic, and green chilies, sautéing for 2-3 minutes until fragrant.
2:Cook Potatoes and Cauliflower: Add the cubed potatoes and cauliflower florets to the pan. Stir to coat the vegetables with the spices and cook for 5 minutes, stirring occasionally.
3:Add Spices: Sprinkle turmeric, chili powder, cumin powder, coriander powder, and salt over the vegetables. Stir well and cook for 10-12 minutes, allowing the potatoes and cauliflower to soften and absorb the spices.
4:Add Peas and Simmer: Add peas and a splash of water if needed to prevent sticking. Cover the pan and cook for another 5-7 minutes until the vegetables are tender and cooked through.
5:Finish and Garnish: Sprinkle garam masala over the cooked vegetables and stir to combine. Garnish with freshly chopped cilantro leaves before serving.
6:Serve: Serve hot with rice, naan, or roti for a complete vegetarian meal.





",Aloo Gobi,250,Recipes Pictures\Aloo Gobi.jpeg
176,"paneer, onion, tomatoes, ginger, garlic, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, fresh cilantro leaves","Ingredients:
Paneer (cottage cheese): 250g, cut into cubes
Onion: 1 medium, finely chopped
Tomatoes: 2 medium, pureed
Ginger: 1-inch piece, grated
Garlic: 4 cloves, minced
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Sauté Onions and Spices: Heat oil in a pan over medium heat. Add chopped onions and sauté until golden. Then add ginger, garlic, and cook until fragrant, about 2 minutes.
2:Cook Tomatoes and Spices: Add pureed tomatoes to the pan. Stir in garam masala, turmeric, chili powder, cumin, coriander powder, and salt. Cook until the oil starts to separate from the masala, about 5-7 minutes.
3:Add Paneer: Gently add the paneer cubes to the cooked masala mixture. Stir carefully to coat the paneer with the spices.
4:Simmer: Add a little water if needed to achieve a thick gravy. Cover and let it simmer for 5-7 minutes, allowing the paneer to absorb the flavors.
5:Garnish and Serve: Garnish with freshly chopped cilantro. Serve hot with naan, roti, or rice.",Paneer Tikka Masala,750,Recipes Pictures\Paneer Tikka Masala.jpeg
177,"spinach, paneer, onion, tomatoes, ginger, garlic, garam masala, turmeric powder, chili powder, cumin powder, salt, vegetable oil, fresh cilantro leaves","Ingredients:
Spinach: 400g (fresh or frozen)
Paneer (cottage cheese): 250g, cut into cubes
Onion: 1 medium, finely chopped
Tomatoes: 2 medium, pureed
Ginger: 1-inch piece, grated
Garlic: 4 cloves, minced
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Blanch and Blend Spinach: Boil the spinach in water for 2-3 minutes, then drain and cool it under cold water. Blend it into a smooth puree.
2:Sauté Onions and Spices: Heat oil in a pan over medium heat. Add chopped onions and sauté until golden. Add ginger and garlic, and cook until fragrant.
3:Cook Tomatoes and Spices: Add pureed tomatoes, garam masala, turmeric, chili powder, cumin powder, and salt. Cook until the oil separates from the mixture, about 5-7 minutes.
4:Add Spinach Puree: Stir in the spinach puree and cook for another 5-7 minutes. Adjust salt and add a little water if needed for desired consistency.
5:Add Paneer and Simmer: Gently add paneer cubes, mixing them well into the curry. Simmer for 5 minutes to allow the paneer to absorb the flavors.
6:Garnish and Serve: Garnish with fresh cilantro leaves and serve hot with roti, naan, or rice.",Palak Paneer,550,Recipes Pictures\Palak Paneer.jpeg
178,"chicken, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, tomatoes, fresh cilantro leaves","Ingredients:
Chicken: 500g, boneless and cut into bite-sized pieces
Yogurt: 1/2 cup
Ginger-garlic paste: 2 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp (adjust to taste)
Cumin powder: 1 tsp
Coriander powder: 1 tsp
Salt: to taste
Vegetable oil: 2 tbsp
Onion: 1 medium, finely chopped
Tomatoes: 2 medium, pureed
Fresh cilantro leaves: a handful, chopped (for garnish)
Steps:
1:Marinate Chicken: In a bowl, mix chicken pieces with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let it marinate for at least 30 minutes.
2:Cook Onions and Tomatoes: Heat oil in a pan over medium heat. Add chopped onions and sauté until golden brown. Add pureed tomatoes and cook for 5-7 minutes until the oil separates.
3:Cook Marinated Chicken: Add the marinated chicken to the pan. Cook the chicken until it's fully cooked through, stirring occasionally (about 10 minutes).
4:Simmer with Spices: Add more garam masala, chili powder, and salt to taste. Stir well and simmer for 5 minutes to allow the flavors to meld.
5:Add Butter and Garnish: Stir in a generous amount of butter (about 2 tbsp) for a rich flavor. Garnish with chopped cilantro leaves.
6:Serve: Serve the butter chicken hot with naan, roti, or steamed rice.



",Butter Chicken,450,Recipes Pictures\Butter Chicken.jpeg
